_rank,_name,_score,Back,Background,Body,Glass,Hand,Hat,Legendary,Mouth,Neck,Prop,Shirt
146,Oppa Bear Evolution Gen.1 #373,407.4340896240743,Skateboard Green,Fraction Yellow,Brown,Normal Blue,,Cap Black,,Open Mouth,Bag Purple,Gum Yellow,Torn Shirt Green
147,Oppa Bear Evolution Gen.1 #1144,406.3988511588378,Baseball Silver,Rainbow Shade V.3,Pink,Scuba Red,Hand Donut V1,Headphone Orange,,Smile,,Honey Blue,Gap Pink
148,Oppa Bear Evolution Gen.1 #499,406.2542330225449,Wing Red,Pink,Grey,Matrix Black,Hand Spray V3,Snow Purple,,Playful,Scarf Green,Lollipop Green,Sweater Red
149,Oppa Bear Evolution Gen.1 #1470,405.25521625357385,Baseball Golden,Bubble Blue,Purple,Star Blue,Hand Ice Cream V1,Small Hat Purple,,Smirk,Headphone Pink,Lollipop Blue,Bib Green
150,Oppa Bear Evolution Gen.1 #630,404.76719963471936,Wing Red,Purple,Pink,Star Pink,,Bucket Purple,,Angry Rainbow,,Honey Purple,Torn Shirt Red
151,Oppa Bear Evolution Gen.1 #676,403.21729848368483,Baseball Green,Theme Yellow,Grey,Color Lens V.3,,Bucket Green,,Playful,Scarf Green,Parrot Purple,Bib Green
152,Oppa Bear Evolution Gen.1 #1865,402.2646102070817,Wing Red,Sunshine Yellow,Yellow,Detective Glass Purple,Hand Soundabout V2,Party Hat Blue,,Smirk,,Rose Purple,Future Blue
153,Oppa Bear Evolution Gen.1 #1695,402.2099234817189,Skateboard Yellow,Orange,Blue,Color Lens V.1,,Party Hat Purple,,Open Mouth,Scarf Yellow,Lollipop Purple,Future Purple
154,Oppa Bear Evolution Gen.1 #468,401.99670459187695,Sword Black,Rainbow Shade V3,Brown,Rainbow Shade V.2,,Ring Purple,,Angry Rainbow,Headphone Green,Honey Yellow,Hood Yellow
155,Oppa Bear Evolution Gen.1 #1985,401.3496556964863,Basketball Orange,Theme Green,Yellow,Rainbow Shade V.1,,Party Hat Purple,,Smile,Bag Blue,Parrot Purple,Palm Shirt Red
156,Oppa Bear Evolution Gen.1 #1146,400.43445617685916,Gun Green,Futuristic V.2,Yellow,,Hand Spray V3,Snow Orange,,Angry,Headphone Yellow,Gum Blue,Hoodie Mix Purple
157,Oppa Bear Evolution Gen.1 #297,399.57265903891243,,Wave Bright,White,Scuba Yellow,,King Crown Red,,Open Mouth,Headphone Yellow,Rose Yellow,Hoodie Oversize Green
158,Oppa Bear Evolution Gen.1 #1955,399.04870393785484,Basketball Orange,Lens Green,Sky Blue,,Hand Donut V1,Cowboy Big Brown,,Smile,Scarf Red,,Suit Black
159,Oppa Bear Evolution Gen.1 #1019,399.0003666785462,Sword Purple,Sunshine Pink,Blue,Heart Green,Hand Spray V2,Mario Blue,,Smirk,Scarf Yellow,Parrot Yellow,Jacket Pink
160,Oppa Bear Evolution Gen.1 #1859,398.2021911389463,Gun Pink,Lens Pink,Blue,Rainbow Shade V.3,Hand Spray V3,Yo Hat Pink,,Smirk,Scarf Red,Pizza Blue,Bee Yellow
161,Oppa Bear Evolution Gen.1 #1766,397.7669089604018,Guitar Yellow,Rainbow Shade V2,Sky Blue,Normal Blue,Hand Ice Cream V1,Cap Red,,Smirk Rainbow,Bag Yellow,Pizza Purple,Sweater Red
162,Oppa Bear Evolution Gen.1 #1875,397.71182244166414,Wing Red,Circle Purple,Purple,Scuba Red,,Yo Hat Yellow,,Angry,,Gum Blue,Hoodie Oversize Green
163,Oppa Bear Evolution Gen.1 #1603,395.18822396415857,,Wall Yellow,Yellow,Heart Green,Hand Donut V3,Yo Hat Yellow,,Angry Rainbow,Bag Purple,Lollipop Blue,Sweater Yellow
164,Oppa Bear Evolution Gen.1 #273,392.57108713048297,Green Sword,Circle Green,Pink,Circle Blue,,King Crown Blue,,Playful,Scarf Green,Gum Blue,Raincoat Red
165,Oppa Bear Evolution Gen.1 #1877,392.4300201360836,Guitar Pink,Bubble Orange,Blue,Motorbike Glass Green,Hand Ice Cream V1,Cowboy Big Purple,,Smile,,Lollipop Blue,King Yellow
166,Oppa Bear Evolution Gen.1 #466,392.35203373358905,Guitar Yellow,Rainbow Wink Style,Purple,Scuba Yellow,Hand Soundabout V2,Yo Hat Blue,,Smirk,,Pizza Purple,Turtle Neck Green
167,Oppa Bear Evolution Gen.1 #1482,392.22480706409425,Gun Pink,Sunshine Pink,Grey,Heart Blue,Hand Donut V3,Yo Hat Blue,,Smirk Rainbow,,Pizza Purple,Sweater Yellow
168,Oppa Bear Evolution Gen.1 #802,391.11655929550614,Basketball Pink,Spiral Orange,Yellow,Matrix Black,Hand Spray V2,Headphone Pink,,Smirk,Scarf Red,Gum Yellow,Sweater Blue
169,Oppa Bear Evolution Gen.1 #265,391.1160027412015,Wing Blue,Rainbow Wink Style,Blue,Motorbike Glass Green,,Headphone Blue,,Angry,Headphone Yellow,Pizza Yellow,Bee Yellow
170,Oppa Bear Evolution Gen.1 #1100,391.00232512208066,Skateboard Purple,Wave Clear,Yellow,Motorbike Glass Pink,,Cowboy Small Purple,,Angry,Headphone Pink,Lollipop Green,Raincoat Orange
171,Oppa Bear Evolution Gen.1 #424,390.9137919118633,Gun Pink,Yellow,Brown,Normal Blue,Hand Donut V2,Yo Hat Blue,,Open Mouth,Bag Purple,,Basketball Shirt Green
172,Oppa Bear Evolution Gen.1 #1886,390.8062665410969,Guitar Pink,Red,Purple,Heart Green,Hand Soundabout V3,Halo Green,,Angry,,Rose Purple,Suit Purple
173,Oppa Bear Evolution Gen.1 #226,390.62669613869923,Baseball Green,Shade Purple,Grey,Heart Green,,Hiphop White,,Smirk,Headphone Red,Gum Yellow,Bee Yellow
174,Oppa Bear Evolution Gen.1 #1588,390.53989173481204,Baseball Golden,Yellow,Grey,Color Lens V.3,Hand Soundabout Blue V1,Cowboy Big Green,,Smirk,Headphone Yellow,Gum Yellow,Palm Shirt Red
175,Oppa Bear Evolution Gen.1 #35,390.0805834037793,Sword Purple,Bubble Blue,White,,,Bucket Green,,Open Mouth,Bag Purple,Lollipop Purple,Jacket Pink
176,Oppa Bear Evolution Gen.1 #1334,389.9228876124614,Skateboard Yellow,Rainbow Shade V3,Yellow,Detective Glass Green,,King Crown Red,,Angry Rainbow,Bag Yellow,Lollipop Green,Jacket Brown
177,Oppa Bear Evolution Gen.1 #1202,388.90854080564094,Basketball Green,Fraction Green,Blue,Star Blue,Hand Ice Cream V3,Mario Blue,,Open Mouth,Scarf Yellow,Rose Yellow,Hoodie Mix Purple
178,Oppa Bear Evolution Gen.1 #1893,388.89512858195405,Baseball Golden,Shade Blue,Grey,Heart Red,Hand Ice Cream V2,Hiphop Black,,Playful,Headphone Pink,Gum Yellow,Torn Shirt Green
179,Oppa Bear Evolution Gen.1 #426,388.39606506627024,Gun Green,Rainbow Shade V.3,Blue,Matrix Black,Hand Soundabout Blue V1,,,Smirk,,Gum Red,Suit Blue
180,Oppa Bear Evolution Gen.1 #1376,387.8999245866557,,Fraction Green,Sky Blue,Heart Green,Hand Spray V2,Small Hat Purple,,Playful,Scarf Yellow,Rose Purple,Hood Red
181,Oppa Bear Evolution Gen.1 #1023,386.89359002633034,Wing Blue,Circle Green,Yellow,Heart Red,,Smart Hat Blue,,Smile,Bag Blue,Pizza Purple,Hawaiian Blue
182,Oppa Bear Evolution Gen.1 #1467,386.1323160333725,Skateboard Yellow,Rainbow Shade V3,Blue,Rainbow Shade V.3,Hand Soundabout V3,Honey Jar Purple,,Angry Rainbow,Bag Purple,Honey Purple,Rain Coat Pink
183,Oppa Bear Evolution Gen.1 #1345,385.7899146586783,Baseball Golden,Rainbow Shade V.3,Pink,Normal Blue,,King Crown Purple,,Smile,,Lollipop Green,Turtle Neck Green
184,Oppa Bear Evolution Gen.1 #748,385.7777510272118,Guitar Yellow,Circle Red,Pink,Rayban Green,Hand Ice Cream V1,Honey Jar Yellow,,Open Mouth,Scarf Red,Lollipop Purple,Hoodie Mix White
185,Oppa Bear Evolution Gen.1 #1270,385.29364865634057,Guitar Yellow,Wall Blue,Yellow,Normal Blue,,King Crown Purple,,Smile,Headphone Yellow,Honey Yellow,Future Yellow
186,Oppa Bear Evolution Gen.1 #1101,384.613531390702,Gun Yellow,Wave Clear,Grey,,,Party Hat Purple,,Open Mouth,Scarf Green,Pizza Yellow,Raincoat Orange
187,Oppa Bear Evolution Gen.1 #1772,384.6006600062461,Skateboard Purple,Rainbow Wink Dream,Pink,Color Lens V.3,Hand Spray V3,Cowboy Big Brown,,Angry Rainbow,Headphone Red,Gum Yellow,Future Purple
188,Oppa Bear Evolution Gen.1 #382,384.36311363545457,Skateboard Green,Sunshine Pink,Sky Blue,Rainbow Shade V.2,Hand Donut V1,Bear Hat Green,,Smile,Scarf Yellow,Gum Red,Turtle Neck Blue
189,Oppa Bear Evolution Gen.1 #945,383.8966900821394,Green Sword,Rainbow Wall Shade,Pink,,,Hiphop Pink,,Open Mouth,Headphone Pink,Gum Yellow,Jacket Pink
190,Oppa Bear Evolution Gen.1 #1706,383.86063338117305,Gun Yellow,Rainbow Shade V.3,Grey,Normal Blue,Hand Ice Cream V2,Bucket Black,,Playful,Scarf Red,,Gap Yellow
191,Oppa Bear Evolution Gen.1 #709,382.9802067695133,Wing Blue,Lens Pink,Grey,Heart Blue,Hand Soundabout V3,HipHop Purple,,Playful,Scarf Green,Rose Yellow,Gap Pink
192,Oppa Bear Evolution Gen.1 #1853,382.9201942715443,,Futuristic V.1,White,Scuba Yellow,,Cowboy Big Green,,Angry,Scarf Red,Parrot Purple,Basketball Shirt Red
193,Oppa Bear Evolution Gen.1 #995,382.7785170180574,Guitar Pink,Fraction Yellow,White,Color Lens V.3,,Fashion Hat Pink,,Playful,Scarf Green,Parrot Yellow,Hoodie Mix Yellow
194,Oppa Bear Evolution Gen.1 #941,382.772363269519,Guitar Yellow,Fraction Green,White,Rainbow Shade V.1,,King Crown Red,,Angry,Headphone Yellow,Honey Yellow,Raincoat Orange
195,Oppa Bear Evolution Gen.1 #1166,382.74185884036905,Guitar Blue,Fraction Pink,Pink,Rainbow Shade V.3,Hand Soundabout Blue V1,King Crown Blue,,Smirk,,Rose Yellow,Jacket Green
196,Oppa Bear Evolution Gen.1 #332,382.670504336395,Baseball Silver,Wall Yellow,White,Motorbike Glass Green,,HipHop Purple,,Smirk,Headphone Pink,Parrot Red,Hood Yellow
197,Oppa Bear Evolution Gen.1 #538,382.23453846657645,Guitar Yellow,Rainbow Wink Dream,Yellow,Scuba Yellow,Hand Spray V1,Bear Hat Pink,,Smirk,Headphone Green,Pizza Blue,Hoodie Mix Yellow
198,Oppa Bear Evolution Gen.1 #856,382.01359291364304,Gun Green,Bubble Blue,Yellow,Star Yellow,,Snow Orange,,Smirk,,Gum Red,Sweater Blue
199,Oppa Bear Evolution Gen.1 #1284,381.91466897228446,Baseball Golden,Wall Pink,Purple,Detective Glass Purple,,Party Hat Blue,,Smirk,Scarf Green,Parrot Red,Future Blue
200,Oppa Bear Evolution Gen.1 #1085,381.70314292134765,Guitar Yellow,Rainbow Shade V.1,Sky Blue,Normal Green,,Cowboy Small Purple,,Open Mouth,Scarf Red,Gum Red,Palm Shirt Green
201,Oppa Bear Evolution Gen.1 #1441,381.44532255262993,Baseball Golden,Pink,Purple,,Hand Donut V1,Cowboy Small Black,,Smirk,,Lollipop Purple,King Yellow
202,Oppa Bear Evolution Gen.1 #955,381.27903784687635,Wing Yellow,Bubble Pink,Brown,Heart Blue,Hand Soundabout V2,Cap Blue,,Smirk,Headphone Green,Honey Purple,Future Yellow
203,Oppa Bear Evolution Gen.1 #1207,380.91304684919874,Sword Purple,Theme Orange,Brown,Motor Bike Glass Orange,,Cap Black,,Open Mouth,,Lollipop Green,Torn Shirt Black
204,Oppa Bear Evolution Gen.1 #799,380.88344978855093,Baseball Golden,Purple,Blue,Motorbike Glass Green,,King Crown Purple,,Angry,Headphone Red,Parrot Yellow,King Yellow
205,Oppa Bear Evolution Gen.1 #1047,380.0871617631881,Skateboard Yellow,Rainbow Shade V.2,Sky Blue,,,Cowboy Big Green,,Angry,Scarf Yellow,Parrot Red,Hawaiian Red
206,Oppa Bear Evolution Gen.1 #1934,379.82857577872187,Guitar Yellow,Rainbow Wall Shade,Pink,Detective Glass Purple,Hand Soundabout V2,Baseball Green,,Smile,Bag Yellow,Gum Yellow,Raincoat Red
207,Oppa Bear Evolution Gen.1 #707,379.6767615644412,,Theme Blue,Pink,Detective Glass Blue,,Bucket Black,,Playful,Headphone Green,Lollipop Green,King Yellow
208,Oppa Bear Evolution Gen.1 #840,379.5662586698819,Baseball Golden,Wave Bright,Blue,Motor Bike Glass Orange,,Hiphop Black,,Smirk,Headphone Green,Honey Blue,Gap Pink
209,Oppa Bear Evolution Gen.1 #232,379.4866615587044,Wing Yellow,Rainbow Wall Light,Purple,Rayban Green,Hand Ice Cream V3,HipHop Purple,,Playful,Bag Yellow,Lollipop Purple,Gap Pink
210,Oppa Bear Evolution Gen.1 #1022,379.2623027508407,Guitar Pink,Green,Sky Blue,Matrix Black,,Smart Hat Black,,Smirk Rainbow,Scarf Green,Gum Red,Basketball Shirt Yellow
211,Oppa Bear Evolution Gen.1 #1282,379.0321054281675,Gun Pink,Theme Yellow,Brown,Rainbow Shade V.1,,HipHop Yellow,,Smile,Headphone Green,Lollipop Green,King Yellow
212,Oppa Bear Evolution Gen.1 #92,378.6432811703464,Wing Red,Lens Pink,Purple,,Hand Donut V3,Fashion Hat Pink,,Smirk,Headphone Pink,Lollipop Green,Turtle Neck Green
213,Oppa Bear Evolution Gen.1 #620,378.5290060353291,Wing Red,Wave Clear,Blue,Circle Blue,,Hiphop Pink,,Smirk Rainbow,,Gum Red,Hawaiian Yellow
214,Oppa Bear Evolution Gen.1 #1814,378.3951039514815,Gun Pink,Circle Red,Brown,Detective Glass Green,,Halo Yellow,,Angry,Bag Blue,,Jacket Pink
215,Oppa Bear Evolution Gen.1 #252,378.37760787196817,Guitar Yellow,Shade Blue,Pink,Scuba Blue,Hand Donut V2,Yo Hat Yellow,,Angry,,Pizza Blue,Hoodie Purple
216,Oppa Bear Evolution Gen.1 #1246,378.2494720861755,Basketball Green,Green,Green,Detective Glass Purple,,Headphone Orange,,Playful,Headphone Yellow,Rose Yellow,Future Blue
217,Oppa Bear Evolution Gen.1 #1337,377.36523753678324,Guitar Pink,Rainbow Wall Shade,Pink,Circle Green,Hand Spray V2,Fashion Hat Yellow,,Smirk,Headphone Pink,,Raincoat Red
218,Oppa Bear Evolution Gen.1 #1679,376.72440223294996,Basketball Green,Art Shade V.1,Sky Blue,Color Lens V.2,Hand Spray V2,Mario Red,,Angry,Bag Blue,Gum Red,Basketball Shirt Red
219,Oppa Bear Evolution Gen.1 #1951,376.5480440632787,Skateboard Yellow,Yellow,Purple,Star Yellow,Hand Soundabout V2,Cowboy Small Purple,,Smirk Rainbow,Headphone Yellow,Honey Purple,Hawaiian Blue
220,Oppa Bear Evolution Gen.1 #1915,375.8873951613431,Green Sword,Theme Blue,White,,,Smart Hat Black,,Open Mouth,Headphone Red,Honey Yellow,Bee Yellow
221,Oppa Bear Evolution Gen.1 #1759,375.72198410945697,Sword Black,Art Shade V.1,Yellow,Heart Green,Hand Spray V2,Party Hat Red,,Playful,Bag Blue,Rose Orange,King Purple
222,Oppa Bear Evolution Gen.1 #220,374.7209019143495,Guitar Yellow,Green,Yellow,Heart Red,,Party Hat Purple,,Smile,Headphone Green,Lollipop Purple,Hoodie Mix Purple
223,Oppa Bear Evolution Gen.1 #882,374.6872627341526,,Sunshine Pink,Purple,Scuba Blue,Hand Soundabout V2,Cap Red,,Smile,,Parrot Purple,Sweater Blue
224,Oppa Bear Evolution Gen.1 #1775,374.2745286249864,,Wave Calm,Pink,Scuba Red,,Honey Jar Yellow,,Smirk Rainbow,,Lollipop Green,Rain Coat Yellow
225,Oppa Bear Evolution Gen.1 #1676,374.22500705929747,Gun Pink,Art Shade V.3,Green,Matrix Black,,Ring Purple,,Playful,Scarf Yellow,Honey Blue,Gap Purple
226,Oppa Bear Evolution Gen.1 #669,374.18348056853426,Guitar Yellow,Pink,Purple,,Hand Ice Cream V3,Bear Hat Green,,Smile,,,King Purple
227,Oppa Bear Evolution Gen.1 #1537,373.5994972199122,Basketball Orange,Rainbow Shade V.2,Grey,Motorbike Glass Pink,Hand Soundabout V2,Honey Jar Purple,,Angry Rainbow,,Gum Red,Gap Yellow
228,Oppa Bear Evolution Gen.1 #72,373.59142321100643,Guitar Yellow,Pink,Grey,Detective Glass Purple,Hand Ice Cream V3,Yo Hat Pink,,Smile,Headphone Red,Honey Purple,Bee Yellow
229,Oppa Bear Evolution Gen.1 #952,373.3406822338531,,Sunshine Yellow,Blue,Heart Red,,Party Hat Purple,,Open Mouth,Bag Yellow,Honey Purple,Hoodie Mix Purple
230,Oppa Bear Evolution Gen.1 #1880,372.91619427496687,,Wall Pink,Yellow,Circle Blue,Hand Soundabout Blue V1,Cowboy Small Purple,,Angry Rainbow,Bag Yellow,Pizza Blue,Sweater Red
231,Oppa Bear Evolution Gen.1 #491,372.81390377232344,Green Sword,Rainbow Wall Light,Purple,Star Pink,Hand Donut V1,Yo Hat Blue,,Smile,,Parrot Purple,Jacket Brown
232,Oppa Bear Evolution Gen.1 #1383,372.49086395283496,Sword Black,Theme Yellow,Grey,,Hand Soundabout V3,Small Hat Yellow,,Smile,,Parrot Red,Turtle Neck Pink
233,Oppa Bear Evolution Gen.1 #459,372.3073668130009,Sword Black,Rainbow Wink Shade,Pink,Rainbow Shade V.2,,Snow Orange,,Smirk Rainbow,Headphone Yellow,Gum Red,Basketball Shirt Red
234,Oppa Bear Evolution Gen.1 #1699,372.3071031824151,,Rainbow Wall Dark,Grey,Circle Red,Hand Soundabout V3,Ring Red,,Smirk,Headphone Green,Parrot Yellow,Future Blue
235,Oppa Bear Evolution Gen.1 #967,372.06442348224164,Baseball Golden,Fraction Yellow,Brown,Circle Blue,,Halo Green,,Angry Rainbow,Scarf Red,Parrot Red,Bib Green
236,Oppa Bear Evolution Gen.1 #521,372.01189316513654,Wing Blue,Fraction Green,Blue,Rayban Brown,Hand Soundabout V2,,,Open Mouth,Headphone Red,Lollipop Blue,Raincoat Purple
237,Oppa Bear Evolution Gen.1 #68,371.8166007424961,Sword Black,Wall Pink,Sky Blue,Motorbike Glass Pink,,Cowboy Big Purple,,Angry,Bag Purple,Lollipop Purple,King Yellow
238,Oppa Bear Evolution Gen.1 #1199,371.3690780345941,Basketball Green,Wave Bright,Sky Blue,Heart Blue,,Ring Purple,,Smirk,Bag Blue,Lollipop Blue,Hood Yellow
239,Oppa Bear Evolution Gen.1 #953,371.0630477468644,Skateboard Yellow,Shade Purple,White,Color Lens V.1,Hand Ice Cream V3,Halo Pink,,Playful,Headphone Yellow,Parrot Red,Jacket Brown
240,Oppa Bear Evolution Gen.1 #549,370.8707527456056,Green Sword,Shade Orange,Sky Blue,Star Blue,Hand Donut V1,Halo Yellow,,Smirk,Bag Blue,,Future Blue
241,Oppa Bear Evolution Gen.1 #692,370.69655026362835,Gun Green,Rainbow Wall Light,Pink,Color Lens V.2,Hand Donut V1,Mario Red,,Angry,Headphone Yellow,Honey Purple,Hoodie Mix Yellow
242,Oppa Bear Evolution Gen.1 #1958,370.4131519722318,,Circle Purple,Purple,Color Lens V.1,Hand Soundabout V2,King Crown Purple,,Open Mouth,Headphone Green,Honey Yellow,Hoodie Oversize Blue
243,Oppa Bear Evolution Gen.1 #20,370.37213581663605,Guitar Pink,Futuristic V.1,Green,,,Party Hat Purple,,Angry,Bag Yellow,Parrot Purple,Basketball Shirt Green
244,Oppa Bear Evolution Gen.1 #361,370.0777849374812,Green Sword,Theme Blue,Grey,,Hand Soundabout Blue V1,Halo Yellow,,Angry Rainbow,Headphone Red,Pizza Purple,Bee Green
245,Oppa Bear Evolution Gen.1 #39,368.44154828247315,Wing Yellow,Wall Yellow,Brown,,Hand Spray V3,Ring Yellow,,Open Mouth,Bag Yellow,,Rain Coat Pink
246,Oppa Bear Evolution Gen.1 #1116,368.2482503714996,Guitar Yellow,Rainbow Shade V3,Blue,Motorbike Glass Pink,,Ring Yellow,,Smirk,Bag Yellow,Rose Purple,Raincoat Orange
247,Oppa Bear Evolution Gen.1 #720,368.14083285618165,Wing Red,Rainbow Wink Style,Pink,,Hand Donut V2,Fashion Hat Blue,,Open Mouth,Headphone Red,Gum Blue,Turtle Neck Pink
248,Oppa Bear Evolution Gen.1 #1575,367.9530374033134,Guitar Blue,Circle Green,Yellow,Circle Red,,Halo Pink,,Smile,Scarf Green,Pizza Blue,Turtle Neck Pink
249,Oppa Bear Evolution Gen.1 #334,367.8951000690131,,Red,Brown,,,King Crown Red,,Playful,,Gum Blue,Torn Shirt Red
250,Oppa Bear Evolution Gen.1 #637,367.7799109491775,Sword Purple,Wall Pink,Purple,Normal Blue,Hand Donut V3,Baseball Purple,,Open Mouth,Bag Purple,Lollipop Green,Bib Green
251,Oppa Bear Evolution Gen.1 #851,366.58974622233717,Gun Pink,Futuristic V.1,Yellow,Motor Bike Glass Orange,,Hiphop Black,,Open Mouth,Bag Yellow,Pizza Yellow,Future Purple
252,Oppa Bear Evolution Gen.1 #560,366.4681291375098,,Shade Orange,Brown,Scuba Yellow,,Cowboy Big Green,,Angry,,Parrot Purple,Bee Green
253,Oppa Bear Evolution Gen.1 #1497,366.39270479753486,,Fraction Green,Yellow,Normal Yellow,,Snow Purple,,Playful,,Lollipop Green,Hoodie Oversize Green
254,Oppa Bear Evolution Gen.1 #1171,366.3657819547162,,Rainbow Shade V3,Grey,Detective Glass Green,,King Crown Purple,,Smirk,Headphone Green,Gum Red,Sweater Yellow
255,Oppa Bear Evolution Gen.1 #17,366.3472994447252,Skateboard Green,Sunshine Yellow,Brown,Color Lens V.1,,Headphone Orange,,Open Mouth,Scarf Green,Gum Yellow,Hawaiian Yellow
256,Oppa Bear Evolution Gen.1 #1343,366.16930443805643,,Rainbow Shade V.3,Green,Scuba Red,Hand Donut V2,HipHop Yellow,,Playful,Bag Yellow,Gum Blue,Jacket Brown
257,Oppa Bear Evolution Gen.1 #930,365.90411254234044,Guitar Blue,Wave Calm,Green,,,Yo Hat Yellow,,Open Mouth,,Lollipop Blue,Bee Yellow
258,Oppa Bear Evolution Gen.1 #1427,365.8806420999235,Skateboard Purple,Rainbow Shade V3,Blue,Color Lens V.1,,Bucket Black,,Smile,Headphone Green,Rose Orange,Bee Yellow
259,Oppa Bear Evolution Gen.1 #1159,365.8620739687188,Skateboard Yellow,Wall Blue,Green,Heart Red,,Cowboy Small Black,,Playful,Bag Yellow,Honey Purple,Palm Shirt Purple
260,Oppa Bear Evolution Gen.1 #1658,365.346788931452,Gun Yellow,Rainbow Wink Shade,Blue,Star Blue,Hand Donut V3,Bear Hat Green,,Smile,Headphone Red,,Hoodie Blue
261,Oppa Bear Evolution Gen.1 #826,365.0813892956539,Wing Red,Wave Clear,Brown,,,Cowboy Small Purple,,Smile,Bag Purple,Rose Purple,Hawaiian Yellow
262,Oppa Bear Evolution Gen.1 #1473,364.7118909850212,Guitar Blue,Rainbow Shade V.3,Sky Blue,Rainbow Shade V.2,Hand Donut V1,HipHop Yellow,,Smirk,Scarf Red,Honey Blue,Hawaiian Blue
263,Oppa Bear Evolution Gen.1 #34,364.4952142451261,Sword Black,Fraction Green,Green,Normal Blue,,Cowboy Big Brown,,Angry,Scarf Yellow,Honey Blue,King Red
264,Oppa Bear Evolution Gen.1 #660,364.23220370720946,Gun Yellow,Spiral Blue,Pink,Color Lens V.3,,Cowboy Big Green,,Angry,,,Basketball Shirt Red
265,Oppa Bear Evolution Gen.1 #347,364.19382619993064,Basketball Green,Shade Blue,Yellow,Rainbow Shade V.2,,King Crown Blue,,Smile,Headphone Pink,Lollipop Green,Hoodie Blue
266,Oppa Bear Evolution Gen.1 #949,364.137849966538,Green Sword,Bubble Blue,White,Circle Red,,Party Hat Red,,Angry,,Lollipop Green,Suit Purple
267,Oppa Bear Evolution Gen.1 #1643,363.53246201607504,Wing Blue,Red,Yellow,Rainbow Shade V.2,,Halo Green,,Smirk Rainbow,,Rose Purple,Suit Black
268,Oppa Bear Evolution Gen.1 #796,363.0444270765396,Sword Purple,Rainbow Shade V3,Purple,Color Lens V.1,,Bucket Purple,,Smile,Headphone Green,Parrot Purple,Bee Green
269,Oppa Bear Evolution Gen.1 #1188,363.0118243327373,Skateboard Green,Wall Yellow,Grey,Rainbow Shade V.2,,Halo Green,,Open Mouth,Scarf Red,Rose Purple,Torn Shirt Green
270,Oppa Bear Evolution Gen.1 #269,362.7678468387545,,Rainbow Shade V2,Blue,Rayban Blue,,Cowboy Small Black,,Playful,,,Jacket Pink
271,Oppa Bear Evolution Gen.1 #370,362.7447916631044,Basketball Green,Orange,Purple,Normal Green,Hand Soundabout V3,Fashion Hat Yellow,,Smirk Rainbow,Scarf Yellow,Pizza Blue,Turtle Neck Green
272,Oppa Bear Evolution Gen.1 #771,362.69961278825485,Gun Green,Theme Orange,Pink,Detective Glass Purple,,Cowboy Big Green,,Angry,,Honey Yellow,Jacket Brown
273,Oppa Bear Evolution Gen.1 #887,362.6183184917002,Basketball Green,Rainbow Wall Light,White,Heart Blue,,Cowboy Small Black,,Open Mouth,Bag Purple,Honey Yellow,Bib Black
274,Oppa Bear Evolution Gen.1 #1882,362.38722341753027,Green Sword,Rainbow Wall Light,Blue,Circle Green,,Fashion Hat Pink,,Smirk Rainbow,Scarf Yellow,Rose Purple,Hawaiian Red
275,Oppa Bear Evolution Gen.1 #498,362.05323385884935,Skateboard Green,Bubble Blue,Brown,Motor Bike Glass Orange,Hand Spray V3,HipHop Purple,,Smile,,Pizza Blue,Torn Shirt Green
276,Oppa Bear Evolution Gen.1 #813,361.99778678993835,Baseball Green,Rainbow Wall Shade,Green,Scuba Yellow,,Honey Jar Green,,Smile,,Gum Yellow,Torn Shirt Green
277,Oppa Bear Evolution Gen.1 #563,361.906944973649,Wing Blue,Futuristic V.1,White,Heart Red,,Snow Purple,,Smile,,Parrot Purple,Bib Green
