_rank,_name,_score,Back,Background,Body,Ear,Eye,Glasses,Head,Left Chest,Mouth,Necklace,Outfit,Props,Right Chest,Shoulder
556,Oppa Bear Evolution Gen.2 #907,2257.3145038461357,SunflowerYellow,AbstractRed,Rainbow Rare,RingBlack,EyesPink,RazorYellow,HornPurple,LollipopYellow,Lovely,,JacketGrey,NoseRingPurple,HeadBoneBlue,AliveGreen
560,Oppa Bear Evolution Gen.2 #260,2252.438063636878,BombPurple,StarGreen,Rainbow Rare,HeartRed,EyesPink,WingRed,CapPink,MarsPurple,HappyPurple,,UniformPurple,PlasterWhite,SakuraBlue,VenomGreen
564,Oppa Bear Evolution Gen.2 #700,2248.6467690154127,PizzaBlue,GrainYellow,Rainbow Rare,HeartYellow,EyesPink,OPPurple,ClayBlue,CaptainRed,HappyPurple,TieBlue,DressGreen,RazorBeardGreen,MushroomPurple,BalloonGreen
568,Oppa Bear Evolution Gen.2 #671,2195.865237310413,,HeartYellow,Rainbow Rare,DoubleRingGreen,EyesRed,SleepGreen,,BearBlue,ExcitedBlack,ScarfYellow,SportsWearYellow,StarYellow V2,BoneBlue,SmilePink V2
572,Oppa Bear Evolution Gen.2 #964,2188.378403132927,SkateboardPurple,ShadePink,Rainbow Rare,PlasterGreen,EyesPink,SleepYellow,BurnPurple,LipPink,SurprisedGreen,DoraemonPurple,JacketYellow,,SmallPetYellow,AvengersOrange
576,Oppa Bear Evolution Gen.2 #932,2158.587739644116,LookGreen,FuturisticRed,Rainbow Rare,StarRingOrange,EyesPink,RainbowPurple,HiphopRed V2,CanBlue,HappyGreen,RibbonPurple,AstronautPurple,MoonPurple,BearGreen,FrogDarkGreen
580,Oppa Bear Evolution Gen.2 #819,2155.5351632775296,ParrotPink,StarLightYellow,Rainbow Rare,EarsPurple,EyesRed,EyePatch,RainbowRed,MushroomPurple,HappyGreen,,PirateKingBlue,SweatGreen,AvengersPink,SmilePink
584,Oppa Bear Evolution Gen.2 #23,2120.7807230352464,RingGreen,BurnOrange,Rainbow Rare,PlasterPink V2,EyesPink,Round,BoaterYellow,LittleGhost,SurprisedGreen,DoraemonRed,RobotLight,,,ButtonYellow
587,Oppa Bear Evolution Gen.2 #856,2105.679418944633,RadioYellow,FuturisticRed,Rainbow Rare,TurtleRed,EyesGreen,Duplex,RingGreen,LipBlue,SurprisedGreen,,TuxedoPurple,,BoxPurple,ShieldTagYellow
591,Oppa Bear Evolution Gen.2 #787,2090.1858439755397,ParrotPurple,PunkGreen,Rainbow Rare,SmokeLightGreen,EyesPink,RadarRed,StylishHairBlue,LowButton,NormalGreen,SoulChainBlue,DressGreen,Stitches,SakuraPurple,
595,Oppa Bear Evolution Gen.2 #826,2087.2711807035957,WordOrange,AbstractPink,Rainbow Rare,BoneRing,EyesGreen,BurnOrange,StylishHairGreen,ConeBright,Upset,DoubleChainGreen,SpaceShiftRed,WhiskerGreen,MonsterEyeGreen,ShieldRed
599,Oppa Bear Evolution Gen.2 #394,2087.2043684309015,BalloonPink,VenomPurple,Rainbow Rare,DollPetGreen,EyesGreen,RainbowGreen,RingBlue,GhostPurple,Scary,,WinterWearGreen,MoonBlue,BoneGreen,SmilePink V2
603,Oppa Bear Evolution Gen.2 #400,2076.4540076805406,Sword,StarLightYellow,Rainbow Rare,DoubleRingYellow,EyesGreen,WingRed,Farmer,BirdPink,ExcitedBlack,,AstronautGreen,StarBlue,BearRed,OppaTagYellow
607,Oppa Bear Evolution Gen.2 #231,2070.573210313797,ThunderBlue,CirclePurple,Rainbow Rare,JapanTagRed,EyesPink,WingRed,DinosaurBlue,CaptainBluish green,HappyGreen,,SportsWearGreen,CatFootPink,RoundBlue,BearBlue
611,Oppa Bear Evolution Gen.2 #696,2060.3087318403636,SignBlue,MixGreen,Rainbow Rare,HeadPhonePurple,EyesPink,SmartPink,,GhostPurple,NormalPurple,ScarfYellow,JacketYellow,,RoundBlue,CoolConePurple
615,Oppa Bear Evolution Gen.2 #997,2058.040513947146,BombPurple,VenomGreen,Rainbow Rare,RingYellow,EyesPink,RazorGreen,RingBlue,PooPink,HappyBrown,,PirateKingBlue,StarOrange V2,BearRed,TickGreen
619,Oppa Bear Evolution Gen.2 #319,2051.615137852652,SunflowerYellow,SmokeGreen,Rainbow Rare,RingsRed,EyesPink,RedBlue V2,TurbineBlue,BearPink,Upset,,SportsWearYellow,OppaPlaster,DevilBlue,HappySoulBlue
623,Oppa Bear Evolution Gen.2 #51,2047.8980501525734,,BurnOrange,Rainbow Rare,RingPink V2,EyesPink,RazorYellow,PunkPink,CanBlue,SurprisedGreen,TuxedoPink,SuitPink,RazorBeardPurple,,LipRed
627,Oppa Bear Evolution Gen.2 #868,2047.0663659308966,BalloonGreen,MixPurple,Rainbow Rare,,EyesRed,HeartPurple,HelicopterRed,RadiantYellow,NormalBlue,StarChainRed,JacketBlue,CatFootPurple,MilitaryPurple,SmileYellow
630,Oppa Bear Evolution Gen.2 #797,2037.9956763158518,,HeartBlue,Rainbow Rare,RingPurple,EyesRed,BurnOrange,HairGreen,IceCreamPurple,HappyBrown,RibbonRed,PirateKingRed,SnotYellow,MonsterEyePink,CoolConeGreen
634,Oppa Bear Evolution Gen.2 #30,2022.8112293428612,QuestionGreen,AbstractPink,Rainbow Rare,TurtleRed,EyesPink,CoolBlue,,SoulPink,ExcitedBlack,DiamondPink,PirateKingBlue,RazorBeardGreen,BoxPink,CoolConePurple
638,Oppa Bear Evolution Gen.2 #693,2022.6103191419506,QuestionRed,TonePurple,Rainbow Rare,StarRingOrange,EyesPink,StarPink,HairPink,LowButton,NormalPurple,,JacketPink,PlasterBlue,MonsterEyePink,CoolConeGreen
642,Oppa Bear Evolution Gen.2 #105,2022.1006449434033,BackpackYellow,StarPurple,Rainbow Rare,SmokeLightGreen,EyesPink,BeamRed,TurbineBlue,SprayGreen,SurprisedGreen,ShawlGreen,UniformPurple,SweatGreen,BoneBlue,
646,Oppa Bear Evolution Gen.2 #11,2019.6702037018354,SkateboardRed,TonePink,Rainbow Rare,KeyPurple,EyesPink,BeamBlue,DinosaurBlue,SoulOrange,NormalPurple,ShawlGreen,ScotPink,MiniHeartGreen,HappyPurpleCat,WingGreen
650,Oppa Bear Evolution Gen.2 #949,2015.7191760633561,SickleBrown,GrainYellow,Rainbow Rare,AirHeadYellow,EyesGreen,SquareGreen,RainbowRed,NinjaOrange,Upset,SoulChainGreen,UniformBlue,,BlowBlue,FlowerBlue
654,Oppa Bear Evolution Gen.2 #73,2013.1397528942762,BackpackYellow,HeartYellow,Rainbow Rare,AirHeadGreen,EyesPink,BurnPurple,CapPurple,MushroomPurple,SurprisedGreen,,JacketYellow,MoustachePurple,,FaceOrange
658,Oppa Bear Evolution Gen.2 #490,2012.2502411954172,PizzaRed,BurnBlue,Rainbow Rare,RingLightGreen,EyesRed,AngryPurple,ClayBlue,CanBlue,ExcitedBlack,,WearPurple,Stitches,CatBroochBrown,FoxOrange
662,Oppa Bear Evolution Gen.2 #682,2006.7293731745488,,BoomBlue,Rainbow Rare,PaintGreen,EyesRed,Matrix,TopYellow,BirdYellow,SurprisedPurple,SoulChainYellow,TuxedoBlue,,TagPurple,SmileBlue V2
666,Oppa Bear Evolution Gen.2 #142,2003.3569844693427,BacktroopRed,LineRed,Rainbow Rare,,EyesRed,WingBlue,DinosaurPurple,MushroomPurple,HappyPurple,,UniformDressPurple,NoseRingBlue,MonsterEyeBlue,FirePurple
669,Oppa Bear Evolution Gen.2 #431,2002.119465909162,CameraBlue,PunkRed,Rainbow Rare,,EyesPink,PirateBlindPurple,,LipPink,RainbowUpset,,DressGreen,WhiskerYellow,AvengersRed,ShieldTagPurple
673,Oppa Bear Evolution Gen.2 #83,1999.9773965090285,BombPurple,MixPurple,Rainbow Rare,HeartYellow,EyesPink,SmartBlue,,CanGreen,SurprisedPurple,DiamondRed,JacketBlue,BrightRed,AvengersPink,HappySoulPurple
677,Oppa Bear Evolution Gen.2 #90,1998.4039699356017,BrokenWingPink,StarRed,Rainbow Rare,,EyesPink,,CapPink,LowButton,NormalPurple,StarChainGreen,SpaceShiftGreen,WhiskerRed,BoneGreen,OppaTagGreen
681,Oppa Bear Evolution Gen.2 #410,1998.399807431439,BalloonBlue,SmokeGreen,Rainbow Rare,JapanTagBlue,EyesPink,,,LowButton,ExcitedPink,BagBlue,ScottBlue,StarRed,DevilGreen,StarGreen
685,Oppa Bear Evolution Gen.2 #35,1997.4650264102022,,DropGreen,Rainbow Rare,TurtleLightGreen,EyesRed,,SantaBlue,MarsPurple,SurprisedPurple,,SuitRed,BeardOrange,SmallPetGreen,FaceYellow
689,Oppa Bear Evolution Gen.2 #648,1992.787364318996,MusicPurple,BurnBlue,Rainbow Rare,IronMaskGreen,EyesPink,PinkBlue V2,,LipRed,NormalPurple,ScarfBlue,SportsWearGreen,MoustacheBlue,HappyGreenCat,FoxOrange
693,Oppa Bear Evolution Gen.2 #233,1986.5022927288258,BackpackYellow,DropYellow,Rainbow Rare,StarRingYellow,EyesGreen,,TurbineBlue,OPPink,Lovely,DoraemonRed,TuxedoBlue,Scar,BlowBlue,AliveBlue
697,Oppa Bear Evolution Gen.2 #850,1984.4849509301266,CupBrown,StarLightPurple,Rainbow Rare,CherryYellow,EyesRed,SquareYellow,HiphopBlue V2,GhostRed,Lovely,,JacketBlue,SweatGreen,StarRed,FoxYellow
701,Oppa Bear Evolution Gen.2 #807,1978.1689593954927,LookRed,LineBlue,Rainbow Rare,BroochPurple,EyesGreen,,ClownGreen,RazorGunOrange,Scary,,WearGreen,CatFootPurple,,OppaTagYellow
705,Oppa Bear Evolution Gen.2 #193,1975.2748722242973,BrokenWingBlue,DropGreen,Rainbow Rare,EarPhoneBlue,EyesGreen,ScubaPurple,HiphopBlue,CanPurple,SurprisedGreen,,SuitPurple V2,BrightRed,CatBroochGreen,
709,Oppa Bear Evolution Gen.2 #60,1974.7444136895897,RadioYellow,CirclePurple,Rainbow Rare,,EyesRed,SparklingPurple,ClownPink,LollipopYellow,RainbowUpset,DiamondPink,WinterWearYellow,,,
712,Oppa Bear Evolution Gen.2 #180,1969.5796506920092,QuestionGreen,VenomGreen,Rainbow Rare,PaintPink,EyesRed,RedBlue V2,,HeartPink,HappyPurple,ShawlRed,PirateKingBlue,BrightRed,BlowPink,ButtonPink
716,Oppa Bear Evolution Gen.2 #973,1968.0639953185187,BackpackRed,ToneBlue,Rainbow Rare,,EyesPink,SparklingYellow,CapCute Pink,CaptainRed,SurprisedGreen,,PirateKingYellow,Plaster,AvengersOrange,FireOrange
720,Oppa Bear Evolution Gen.2 #992,1961.4343867785672,RadioPurple,SmokeGreen,Rainbow Rare,HeadPhonePurple,EyesGreen,PirateBlindGreen,,IceCreamPurple,Upset,,SportsWearYellow,RazorBeardGreen,BroochGreen,TickRed
724,Oppa Bear Evolution Gen.2 #422,1956.9910088057773,BulbYellow,AbstractBlue,Rainbow Rare,RingsRed,EyesGreen,BurnBlue,,BirdYellow,ExcitedPink,,UniformBlue,,MushroomRed,TickGreen
728,Oppa Bear Evolution Gen.2 #539,1955.2073517389833,CupGreen,StarLightGreen,Rainbow Rare,RingsYellow,EyesPink,AngryPurple,SantaPurple,MarsBrown,SurprisedPurple,,UniformBlue,CatFootYellow,AvengersOrange,BearGreen
732,Oppa Bear Evolution Gen.2 #707,1948.922437173715,DollarYellow,PunkRed,Rainbow Rare,RingYellow V2,EyesGreen,GreenThug,SantaBlue,LipPink,HappyGreen,RibbonPurple,MarioBlue,,BoxPink,TickRed
736,Oppa Bear Evolution Gen.2 #627,1944.3177932687795,RocketPink,BoomRed,Rainbow Rare,HeadPhoneRed,EyesPink,AngryRed,HelicopterBlue,SoulBlue,NormalBlue,,UniformBlue,JellyPink,GhostPurple,BearPurple
740,Oppa Bear Evolution Gen.2 #732,1943.6359513162715,RocketPurple,FuturisticBlue,Rainbow Rare,JapanTagGreen,EyesRed,RainbowPurple,HornBlue,IceCreamPink,NormalBlue,TieGreen,WinterWearGreen,PlasterPink,,OppaPink
744,Oppa Bear Evolution Gen.2 #360,1942.7094913273295,RabbitPurple,FuturisticPurple,Rainbow Rare,PlasterPink V2,EyesGreen,ScubaPurple,MarioCapYellow,IceCreamGreen,ExcitedPink,ScarfGreen,UniformDressPink,BrightRed,MicYellow,WingOrange
748,Oppa Bear Evolution Gen.2 #267,1936.4617025562475,BalloonPink,FuturisticPurple,Rainbow Rare,WirePurple,EyesRed,SquareYellow,PolicePink,BirdPink,ExcitedPink,ScarfGreen,SteamPunkPurple,NoseRingBlue,,FrogPurple
751,Oppa Bear Evolution Gen.2 #558,1935.9361921627255,RabbitBlue,SmokeGreen,Rainbow Rare,PlasterYellow,EyesGreen,,CapPurple,LipBlue,RainbowUpset,,PirateKingBlue,MoonPurple,StarGreen,WingGreen
755,Oppa Bear Evolution Gen.2 #521,1933.0242348390034,ParrotPurple,BoomRed,Rainbow Rare,RingsPurple,EyesGreen,Duplex,HairGreen,PooGreen,Scary,,TuxedoGreen,,BearPurple,IceCreamGreen
759,Oppa Bear Evolution Gen.2 #172,1929.4136465335137,PizzaBlue,DropPurple,Rainbow Rare,StarRingPurple,EyesPink,XO,RingOrange,HeartRed,NormalGreen,DoraemonBlue,SpaceShiftPurple,,TagOrange,SmileYellow V2
763,Oppa Bear Evolution Gen.2 #589,1929.4108583560342,PizzaYellow,TonePink,Rainbow Rare,PaintPurple,EyesRed,Round,ClownPink,NinjaGreen,NormalGreen,StarChainPurple,WinterWearGreen,,HeadBonePink,
767,Oppa Bear Evolution Gen.2 #603,1927.1472757651134,,DropYellow,Rainbow Rare,EarsYellow,EyesGreen,StarPink,PunkBlue,BearPink,ExcitedBlack,StarChainGreen,WearLightGreen,,HeadBoneGreen,BearBlue
771,Oppa Bear Evolution Gen.2 #380,1925.7488472804791,BrokenWingPink,GrainGreen,Rainbow Rare,DollPetRed,EyesPink,RainbowPink,,RadiantBlue,NormalPurple,ScarfGreen,UniformDressPurple,BeardPurple,,FaceYellow
775,Oppa Bear Evolution Gen.2 #185,1924.6761708220588,CameraGreen,TonePurple,Rainbow Rare,StarRingYellow,EyesGreen,BeamGreen,,TagBlack,NormalBlue,,SpaceShiftRed,ScarRed,MilitaryBlue,SmilePink V2
779,Oppa Bear Evolution Gen.2 #82,1922.2606687923003,QuestionGreen,MixGreen,Rainbow Rare,,EyesPink,Matrix,,BirdPink,Scary,DoraemonBlue,RobotBlue,PlasterBlue,SakuraBlue,Plug
783,Oppa Bear Evolution Gen.2 #527,1921.1490026806346,RabbitOrange,AbstractPink,Rainbow Rare,WirePurple,EyesPink,SparklingPurple,CapBlue,MushroomPurple,ExcitedPink,,RainbowSuit,SnotGreen,,CoolConeYellow
787,Oppa Bear Evolution Gen.2 #151,1913.8421133755244,MusicBlue,StarLightGreen,Rainbow Rare,EarPhoneBlue,EyesRed,EyeLine,ClownPink,MarsPurple,NormalPurple,HeartYellow,TuxedoGreen,,TagPurple,WingOrange
790,Oppa Bear Evolution Gen.2 #487,1913.621610789678,,BoomYellow,Rainbow Rare,RingYellow V2,EyesRed,,HornYellow,MushroomPurple,SurprisedGreen,RainBow,PirateKingRed,,RocketRed,ButtonGreen
794,Oppa Bear Evolution Gen.2 #137,1910.461290717593,SunflowerOrange,StarLightPurple,Rainbow Rare,RingsYellow,EyesRed,Bow,,ConeBright,SurprisedGreen,,SpaceShiftPurple,PlasterWhite,DevilYellow,
798,Oppa Bear Evolution Gen.2 #793,1909.5695885147645,,DropPurple,Rainbow Rare,EarringsYellow,EyesRed,LoopPurple,,RadiantYellow,NormalGreen,TuxedoBlue,WinterWearGreen,RazorBeardGreen,SmallPetYellow,FlowerYellow
802,Oppa Bear Evolution Gen.2 #922,1909.407610902478,Sword,AbstractBlue,Rainbow Rare,CherryRed,EyesPink,SmartYellow,,BombRed,HappyBrown,,SteamPunkBlue,WhiskerRed,BearBlue,ShieldRed
806,Oppa Bear Evolution Gen.2 #748,1906.1975859381728,PizzaYellow,ShadePink,Rainbow Rare,PaintPink,EyesPink,OPPink,RingOrange,MushroomPink,HappyGreen,ShawlBrown,JacketYellow,BeardOrange,,
810,Oppa Bear Evolution Gen.2 #878,1905.413067362492,,StarPurple,Rainbow Rare,RingBlack,EyesGreen,RazorRed,PunkBlue,NinjaBlue,SurprisedGreen,DoraemonRed,SuitRed,ScarRed,24TagPurple,AvengersOrange
814,Oppa Bear Evolution Gen.2 #938,1904.1685322816081,BagBlue,FuturisticRed,Rainbow Rare,,EyesPink,SquareBlue,ClayBlue,MoonYellow,NormalBlue,DoubleChainGreen,DressGreen,Scar,BananaYellow,SmilePink V2
818,Oppa Bear Evolution Gen.2 #337,1903.8405100670432,RadioPurple,HeartBlue,Rainbow Rare,EarPhoneYellow,EyesGreen,Bow,MarioCapYellow,MarsGreen,SurprisedPurple,BagYellow,AstronautGreen,BeardPurple,,
822,Oppa Bear Evolution Gen.2 #158,1902.301365771286,ThunderPink,BoomBlue,Rainbow Rare,PaintPurple,EyesRed,Tired,TopPink,OPPurple,HappyGreen,,AstronautPurple,,,IceCreamYellow
826,Oppa Bear Evolution Gen.2 #81,1899.8680935946268,BulbPurple,DropYellow,Rainbow Rare,RingYellow V2,EyesGreen,WingPurple,,RadiantBlue,NormalGreen,,PirateKingBlue,,GameoverBlue,OppaTagGreen
830,Oppa Bear Evolution Gen.2 #121,1896.061949211228,CannonOrange,VenomGreen,Rainbow Rare,EarPhoneRed,EyesPink,PirateBlindGreen,BagRed,CanBlue,Upset,,UniformDressOrange,CatFootPurple,,LipRed
833,Oppa Bear Evolution Gen.2 #668,1886.331118873442,RabbitOrange,ThunderRed,Rainbow Rare,PaintPurple,EyesGreen,ScubaRed,,TopPink,Scary,ChainPurple,SpaceShiftGreen,StarOrange V2,AvengersOrange,LipRed
837,Oppa Bear Evolution Gen.2 #289,1884.2945005210338,MusicPurple,AbstractRed,Rainbow Rare,CherryPink,EyesGreen,HeartBlue,,GhostYellow,NormalPurple,,SuitPurple V2,,SmallPetGreen,AvengersYellow
841,Oppa Bear Evolution Gen.2 #743,1876.1020720344873,,MixRed,Rainbow Rare,CuteGhost,EyesGreen,HeartBlue,BandYellow,TopBlue,Upset,,UniformPurple,JellyPink,,IceCreamYellow
845,Oppa Bear Evolution Gen.2 #101,1874.2115726961704,BrokenWingPink,GrainYellow,Rainbow Rare,EarsYellow,EyesGreen,Round,,MarsBrown,Lovely,DoraemonBlue,SteamPunkPurple,MiniHeartPink,SakuraYellow,CoolConePurple
849,Oppa Bear Evolution Gen.2 #494,1873.9051497543505,,ToneBlue,Rainbow Rare,HeartRed,EyesRed,SleepYellow,HairYellow V2,ButterflyBlue,NormalGreen,DoubleChainPink,UniformPurple,,AvengersPink,SmileYellow
853,Oppa Bear Evolution Gen.2 #870,1873.5932442628073,BalloonBlue,BurnBlue,Rainbow Rare,SmokeLightGreen,EyesPink,BeamBlue,,JoyStick,ExcitedPink,,HoodieYellow,Plaster,MushroomOrange,VenomPink
857,Oppa Bear Evolution Gen.2 #276,1872.4311299734522,,SmokeRed,Rainbow Rare,EarPhoneRed,EyesGreen,AngryPurple,CapCute Blue,LollipopRed,Lovely,,MarioBlue,,MicYellow,AliveGreen
861,Oppa Bear Evolution Gen.2 #511,1871.6658594946816,SignBlue,ToneBlue,Rainbow Rare,EarringsYellow,EyesPink,BeamBlue,,ButterflyPink,HappyGreen,ChainRed,SpaceShiftPurple,CatFootPink,BoxPurple,
865,Oppa Bear Evolution Gen.2 #223,1869.710750937284,DollarYellow,StarLightPurple,Rainbow Rare,RingBlack,EyesGreen,,HelicopterPurple,BearYellow,SurprisedPurple,BagYellow,SteamPunkRed,StarRed,BroochRed,SprayGreen
869,Oppa Bear Evolution Gen.2 #27,1867.5546946140662,RocketOrange,FuturisticPurple,Rainbow Rare,JapanTagRed,EyesRed,,,CloudYellow,SurprisedGreen,Bitcoin,SpaceShiftGreen,,BearBlue,AvengersOrange
872,Oppa Bear Evolution Gen.2 #476,1867.1197746620974,DollarYellow,ThunderBlue,Rainbow Rare,AirHeadYellow,EyesGreen,BurnPurple,PunkBlue,ButterflyBlue,Scary,ChainBlue,UniformDressOrange,,,BearPurple
876,Oppa Bear Evolution Gen.2 #273,1866.95763848927,QuestionYellow,ThunderPink,Rainbow Rare,EarsBlue,EyesPink,,MarioCapRed,MoonPurple,NormalPurple,,RobotBlue,,,FlowerYellow
880,Oppa Bear Evolution Gen.2 #28,1863.160266270845,BombYellow,HeartBlue,Rainbow Rare,PlasterGreen,EyesPink,RainbowPink,,Button,HappyPurple,,SteamPunkBlue,,CryHeartOrange,BearGreen
884,Oppa Bear Evolution Gen.2 #265,1862.157291777159,SkateboardPurple,DropYellow,Rainbow Rare,WireYellow,EyesPink,OPYellow,,BlinkRed,NormalGreen,,UniformDressOrange,NoseRingYellow,HeadBoneBlue,OppaYellow
888,Oppa Bear Evolution Gen.2 #16,1854.0280312825544,MusicRed,HeartBlue,Rainbow Rare,HeadPhoneGreen,EyesPink,BeamGreen,HeadBandPink,GhostRed,SurprisedGreen,RainBow,SportsWearGreen,,SmallPetYellow,BalloonGreen
892,Oppa Bear Evolution Gen.2 #371,1852.166596198228,RocketPurple,GrainYellow,Rainbow Rare,PaintGreen,EyesPink,HeartPink,RingGreen,BirdBlue,Scary,,SuitPink,MoonGreen,,SmileYellow V2
896,Oppa Bear Evolution Gen.2 #677,1850.3319271466958,SunflowerOrange,PunkGreen,Rainbow Rare,PaintPurple,EyesGreen,,PunkPink,PooBlue,ExcitedBlack,ChainRed,ScottGreen,PlasterBrown,,LipYellow
900,Oppa Bear Evolution Gen.2 #170,1849.986116431292,RocketOrange,HeartBlue,Rainbow Rare,DoubleRingYellow,EyesRed,,,RadiantPink,Scary,,PirateKingRed,PlasterBlue,BearBlue,
904,Oppa Bear Evolution Gen.2 #750,1848.4191797837104,BagBlue,BoomBlue,Rainbow Rare,,EyesRed,SleepYellow,,CaptainBluish green,NormalBlue,ShawlBrown,TuxedoBlue,,BoxPink,FrogPurple
908,Oppa Bear Evolution Gen.2 #145,1847.3859388311143,BackpackRed,HeartYellow,Rainbow Rare,DoubleRingGreen,EyesRed,WingPurple,,GhostRed,SurprisedPurple,,SuitBlue,,GameoverPurple,FlowerBlue
912,Oppa Bear Evolution Gen.2 #598,1845.290124716493,BackpackYellow,DropYellow,Rainbow Rare,,EyesPink,Tired,CapPurple,CloudRed,HappyPurple,,RainbowSuit,SnotBlue,,IceCreamYellow
915,Oppa Bear Evolution Gen.2 #538,1843.4930250651173,SignBlue,ThunderRed,Rainbow Rare,CuteGhost,EyesRed,Thug,,IceCreamPurple,SurprisedGreen,DoubleChainGreen,AstronautBluishGreen,SweatYellow,StarLight,
919,Oppa Bear Evolution Gen.2 #406,1841.4709559064443,BulbPink,BurnPink,Rainbow Rare,,EyesGreen,,BoaterGreen,PooPink,HappyGreen,ScarfGreen,PirateKingRed,MoustacheBrown,,VenomPurple
923,Oppa Bear Evolution Gen.2 #447,1840.9003624319942,TagYellow,BurnOrange,Rainbow Rare,PlasterBlue V2,EyesPink,,RingBlue,SoulOrange,NormalPurple,,SuitRed V2,MiniHeartGreen,,LipPink
927,Oppa Bear Evolution Gen.2 #619,1837.9314191579524,QuestionRed,VenomGreen,Rainbow Rare,SmokeLightGreen,EyesGreen,,BurnOrange,LipBlue,ExcitedBlack,,UniformDressOrange,,MonsterEyePink,FrogPurple
931,Oppa Bear Evolution Gen.2 #560,1836.1989740431543,BacktroopRed,StarGreen,Rainbow Rare,BowGreen,EyesGreen,,HairPurple V2,CaptainGreen,Upset,,TuxedoPurple,,Ninja,
935,Oppa Bear Evolution Gen.2 #331,1834.3836633288392,SkateboardRed,StarLightGreen,Rainbow Rare,RingLightGreen,EyesRed,,BoaterYellow,LipPink,Scary,TuxedoBlue,SuitRed,StarYellow V2,,FoxBlue
939,Oppa Bear Evolution Gen.2 #135,1833.8175627627388,DollarBlue,SmokeRed,Rainbow Rare,,EyesRed,WingBlue,FuturisticCap,RazorGunBlue,NormalPurple,StarChainGreen,JacketPink,JellyPurple,,SmileBlue
943,Oppa Bear Evolution Gen.2 #220,1833.7966650231983,RadioYellow,HeartBlue,Rainbow Rare,EarringsPurple,EyesGreen,CoolYellow,HelicopterBlue,HeartPink,NormalGreen,ScarfGreen,PirateKingBlue,,,FirePurple
947,Oppa Bear Evolution Gen.2 #635,1828.2163688656476,SkateboardRed,BurnBlue,Rainbow Rare,DollPetGreen,EyesPink,WingBlue,,BearBlue,Upset,SoulChainGreen,UniformBlue,MoustacheBlue,CryHeartPink,FrogDarkGreen
951,Oppa Bear Evolution Gen.2 #985,1826.430628685152,BombBlue,CircleYellow,Rainbow Rare,RingBlue V2,EyesPink,,HairYellow V2,LittleGhost,SurprisedGreen,HeartYellow,WinterWearPurple,MoonPurple,GameoverRed,FireGreen
954,Oppa Bear Evolution Gen.2 #459,1825.9147531632632,PizzaBlue,BoomRed,Rainbow Rare,DoubleRingYellow,EyesPink,RadarYellow,,NinjaGreen,HappyPurple,DoubleChainPurple,HoodieYellow,,,FoxBlue
958,Oppa Bear Evolution Gen.2 #681,1821.0553381752052,RadioGreen,HeartPurple,Rainbow Rare,PlasterRed,EyesPink,GreenThug,,MarsBrown,NormalGreen,RibbonGreen,AstronautBluishGreen,StarBlue V2,,
962,Oppa Bear Evolution Gen.2 #891,1819.1161116584342,RocketPink,ThunderRed,Rainbow Rare,BroochPurple,EyesGreen,BeamRed,HornPurple,BombRed,Lovely,,MarioRed,,,
966,Oppa Bear Evolution Gen.2 #754,1815.344173406996,RocketPink,ThunderBlue,Rainbow Rare,RingsYellow,EyesRed,SleepPurple,,LowButton,Upset,StarChainPurple,SuitPurple V2,,,MilkPink
970,Oppa Bear Evolution Gen.2 #197,1815.005307766273,RingPurple,ShadeGreen,Rainbow Rare,RingBlack,EyesRed,HeartPurple,HiphopYellow V2,CloudRed,ExcitedPink,,WinterWearPurple,,BananaGreen,MilkYellow
974,Oppa Bear Evolution Gen.2 #934,1811.6913397928727,ThunderYellow,LineBlue,Rainbow Rare,,EyesGreen,RazorRed,,NinjaBlue,HappyBrown,DiamondBlue,SuitRed,JellyGreen,Button,BalloonPink
978,Oppa Bear Evolution Gen.2 #355,1810.1645622844292,ParrotPink,AbstractPink,Rainbow Rare,HornPurple,EyesPink,XO,HelicopterPurple,LollipopRed,NormalGreen,,SuitRed V2,PlasterPink,MonsterEyePink,FirePurple
982,Oppa Bear Evolution Gen.2 #852,1803.9094591704243,WingYellow,MixGreen,Rainbow Rare,HornPurple,EyesRed,,HeadBandBlue,OPOrange,Lovely,,HoodieBlue,MoustacheBrown,SunflowerYellow,HappySoulBlue
986,Oppa Bear Evolution Gen.2 #644,1803.471368782025,RabbitPurple,DropPurple,Rainbow Rare,BroochPurple,EyesPink,PirateBlindGreen,SantaRed,MushroomYellow,HappyBrown,,MarioBlue,StarBlue,,Bomberman
990,Oppa Bear Evolution Gen.2 #665,1803.0250879867656,,DropYellow,Rainbow Rare,AirHeadRed,EyesGreen,Bow,,OPOrange,NormalBlue,SoulChainGreen,HoodieBlue,SnotGreen,CatBroochBrown,
993,Oppa Bear Evolution Gen.2 #479,1801.8141915547785,CannonBlue,SmokePurple,Rainbow Rare,BowYellow,EyesPink,PirateBlindPurple,ClownPink,LollipopPink,HappyGreen,,MarioRed,SweatGreen,,
997,Oppa Bear Evolution Gen.2 #778,1801.2420054494946,CannonOrange,GrainYellow,Rainbow Rare,EarsYellow,EyesGreen,SleepPurple,HeadBandBlue,LollipopRed,SurprisedGreen,,DressGreen,,24TagOrange,HappySoulBlue
